Verbal,Quantitative,Analytical_Writing,CGPA,Age,Admitted
690,800,2.5,4.09,23,1
670,730,4.0,4.37,23,0
530,780,4.0,4.17,36,0
640,750,6.0,3.58,23,1
550,800,6.0,3.8,36,0
630,800,2.0,4.81,23,1
700,780,5.5,4.0,25,1
660,770,4.0,3.55,23,1
700,790,2.5,4.77,42,1
640,740,4.5,3.51,24,0
720,720,4.5,4.18,22,0
520,740,4.5,3.57,22,0
620,770,4.0,3.43,21,1
580,710,4.0,3.8,25,0
670,740,5.5,4.55,31,0
720,710,5.0,3.75,22,0
680,800,5.5,4.34,36,1
480,720,2.0,4.37,24,0
520,720,3.0,3.78,23,0
580,710,6.0,3.34,22,0
550,800,3.5,3.31,22,0
540,740,5.5,4.44,21,0
520,710,3.5,4.84,25,0
620,800,4.5,3.42,22,1
650,740,3.0,4.06,21,0
560,740,3.0,3.46,42,0
490,770,6.0,4.84,24,0
520,700,5.5,4.77,23,0
630,730,6.0,4.5,20,0
620,710,2.0,3.64,22,0
590,760,5.5,3.55,21,0
660,790,5.0,4.07,22,1
530,710,4.0,4.72,22,0
490,760,2.5,3.44,21,0
480,680,5.0,4.35,23,0
500,720,2.5,3.94,31,0
550,740,4.5,4.52,22,0
710,730,3.5,3.68,36,0
590,760,5.0,4.61,23,0
680,770,2.0,3.65,23,1
720,800,6.0,4.72,20,1
710,720,2.5,4.72,23,0
640,760,3.0,4.81,25,1
530,700,3.0,3.94,25,0
480,780,3.0,4.27,22,0
600,720,2.5,4.19,21,0
650,770,5.5,3.66,24,1
600,720,3.0,3.88,23,0
630,700,3.0,3.64,24,0
650,720,2.0,4.84,23,0
680,740,4.5,4.59,22,0
610,680,2.5,4.02,25,0
540,730,4.5,3.6,22,0
500,730,5.0,4.09,25,0
610,700,5.5,4.51,31,0
700,710,4.5,3.67,23,0
570,750,2.5,4.67,21,0
680,790,3.0,4.66,22,1
580,740,4.0,3.59,21,0
720,790,4.5,4.38,21,1
530,790,6.0,3.97,36,0
540,800,5.5,4.6,22,0
560,720,3.5,4.17,21,0
580,760,5.0,3.65,22,0
580,720,3.5,4.84,25,0
670,700,4.5,4.34,22,0
710,730,4.5,4.26,31,0
490,790,5.5,3.79,23,0
590,780,2.5,3.31,31,0
590,800,3.5,3.79,22,0
530,780,2.0,3.41,22,0
630,690,5.5,4.57,31,0
620,710,5.5,4.08,22,0
590,760,4.5,4.59,24,0
580,720,2.5,4.22,21,0
530,710,2.5,4.07,22,0
670,760,4.5,4.15,21,1
520,720,6.0,3.36,21,0
530,690,3.5,4.6,22,0
700,720,2.0,3.83,24,0
700,780,6.0,4.08,23,1
530,740,2.0,3.46,21,0
600,770,3.0,3.47,23,1
670,700,6.0,4.39,24,0
550,740,3.0,4.06,42,0
490,780,4.5,3.64,22,0
600,760,2.5,3.72,23,1
520,690,4.5,3.44,31,0
480,780,5.5,4.67,23,0
680,740,5.0,3.47,23,0
660,770,6.0,3.41,31,1
670,730,3.5,4.1,23,0
670,790,6.0,3.75,22,1
480,800,5.0,4.06,23,0
590,800,5.0,4.4,21,0
610,760,4.5,3.67,36,1
560,710,5.0,4.78,22,0
500,730,3.5,3.96,22,0
550,710,5.0,4.66,31,0
670,720,5.5,4.28,22,0
690,740,5.0,3.72,36,0
480,740,6.0,4.06,21,0
550,780,5.5,4.51,24,0
630,690,4.0,4.36,20,0
540,750,2.0,4.17,22,0
580,690,5.5,4.71,22,0
490,750,3.0,3.66,22,0
500,760,2.5,3.47,21,0
630,750,5.5,4.09,24,1
710,710,4.5,4.71,22,0
540,770,5.5,4.25,42,0
490,710,5.5,4.75,23,0
530,730,3.5,4.55,22,0
640,770,2.0,4.1,22,1
620,690,6.0,4.04,25,0
550,710,2.5,4.43,31,0
510,710,4.5,4.57,21,0
690,740,2.5,3.64,24,0
540,680,2.0,3.4,22,0
650,700,2.5,4.09,22,0
610,780,4.5,4.26,22,1
540,680,3.5,4.07,22,0
630,740,2.5,3.49,25,0
530,720,2.0,4.38,21,0
700,710,4.0,3.31,24,0
660,690,6.0,3.8,22,0
620,740,3.5,3.87,22,0
650,720,5.5,4.29,21,0
710,740,5.5,3.61,23,0
690,790,3.0,4.68,22,1
580,740,6.0,3.67,31,0
570,780,4.0,3.53,23,0
600,800,5.5,4.4,24,1
600,730,6.0,3.63,22,0
680,800,3.5,4.23,21,1
660,750,5.5,4.03,21,1
720,680,5.5,3.5,25,0
570,780,3.5,3.68,21,0
710,720,6.0,3.73,23,0
530,760,4.5,3.83,23,0
550,700,5.5,4.11,22,0
620,750,5.5,4.64,36,1
640,730,2.5,3.41,22,0
550,750,2.0,4.7,22,0
600,760,3.0,4.27,23,1
520,720,5.0,4.0,22,0
710,690,3.5,3.66,22,0
600,740,4.5,3.6,24,0
620,750,4.5,3.43,24,1
620,730,5.5,4.1,25,0
680,750,5.5,3.91,21,1
600,800,4.5,4.28,24,1
520,720,5.0,4.61,22,0
660,700,2.0,3.99,22,0
520,770,2.0,4.66,22,0
520,680,4.0,3.46,25,0
610,770,6.0,3.91,21,1
620,720,5.5,4.54,23,0
710,750,2.0,3.71,25,1
680,710,5.0,3.66,42,0
630,680,3.5,3.45,21,0
670,740,5.0,3.6,21,0
640,790,2.0,3.73,23,1
520,750,4.5,4.34,23,0
590,700,5.0,4.12,24,0
590,680,4.0,4.64,20,0
710,700,2.5,3.61,22,0
590,780,6.0,3.62,25,0
530,730,4.0,4.79,22,0
600,710,5.0,3.68,25,0
610,760,2.0,3.66,22,1
510,730,5.0,3.7,31,0
710,730,4.5,4.23,21,0
650,710,5.5,3.63,21,0
700,720,3.5,4.49,23,0
720,770,5.5,3.68,21,1
660,710,2.0,4.72,23,0
690,800,3.0,3.77,42,1
540,680,6.0,4.44,25,0
570,740,5.0,4.21,22,0
650,730,2.0,3.84,24,0
680,760,5.5,3.93,25,1
600,780,3.5,4.49,21,1
570,740,2.5,4.01,21,0
510,740,2.5,3.31,22,0
560,720,3.5,4.15,21,0
640,730,5.5,4.64,23,0
610,790,4.0,3.83,25,1
710,740,5.0,3.97,22,0
550,700,3.5,4.5,25,0
520,730,5.5,4.27,23,0
480,770,2.0,4.01,20,0
640,790,5.0,3.41,31,1
690,680,2.5,4.65,22,0
670,750,3.5,3.84,22,1
670,690,4.0,3.75,25,0
530,780,2.5,4.43,21,0
500,770,5.0,4.57,25,0
680,800,3.0,4.59,23,1
560,760,2.5,3.86,23,0
510,720,5.5,3.53,21,0
710,760,5.0,3.9,24,1
690,750,4.0,3.76,25,1
650,770,4.5,3.94,20,1
490,730,2.0,4.68,22,0
610,790,5.0,3.35,23,1
520,700,4.5,3.78,22,0
670,730,4.5,4.04,22,0
710,700,2.0,4.4,23,0
550,730,6.0,4.75,22,0
620,710,4.5,4.6,31,0
510,760,3.0,3.52,22,0
490,770,2.0,3.8,42,0
550,730,5.0,3.35,22,0
720,790,5.5,3.7,36,1
630,760,2.0,3.98,31,1
640,790,3.5,3.39,24,1
650,730,2.0,3.34,21,0
480,730,4.5,3.9,22,0
630,760,3.0,4.02,23,1
670,720,4.5,4.08,31,0
700,740,3.0,3.3,31,0
560,730,6.0,4.09,20,0
510,740,3.5,4.3,22,0
570,730,2.0,4.7,21,0
600,760,3.5,4.2,23,1
590,780,2.5,4.8,22,0
600,740,4.0,3.7,21,0
680,800,4.0,4.01,21,1
650,760,6.0,4.39,36,1
490,700,2.0,3.55,24,0
540,700,4.0,4.75,25,0
510,720,2.0,3.54,25,0
480,720,6.0,3.5,36,0
510,780,3.5,3.41,21,0
480,780,4.0,4.58,22,0
710,720,3.5,4.19,20,0
490,800,6.0,3.91,20,0
650,720,5.5,4.08,22,0
490,690,4.0,4.66,24,0
660,770,2.0,4.85,24,1
640,710,3.0,4.46,23,0
670,760,2.0,4.69,20,1
540,680,4.5,3.79,31,0
490,710,4.0,4.26,20,0
700,750,4.0,3.53,25,1
510,720,3.5,3.43,22,0
560,730,2.0,4.49,23,0
480,690,2.5,3.96,42,0
500,740,2.0,4.09,24,0
650,720,2.5,4.34,22,0
580,740,3.0,3.57,25,0
590,780,3.0,3.48,22,0
610,740,5.0,4.13,36,0
480,780,4.0,3.43,42,0
710,800,3.0,4.46,21,1
560,800,6.0,3.93,42,0
630,740,3.0,4.04,42,0
660,790,5.0,3.77,23,1
650,720,5.5,4.31,22,0
690,800,2.5,4.36,21,1
500,680,3.0,4.68,31,0
720,690,2.0,4.77,21,0
650,740,4.0,4.35,21,0
530,760,5.0,3.37,20,0
480,750,3.0,4.43,23,0
600,750,5.0,4.3,31,1
630,780,6.0,4.68,23,1
560,800,5.5,3.52,21,0
530,740,2.5,3.72,21,0
650,800,2.5,4.35,22,1
530,690,5.5,4.24,20,0
480,710,2.0,4.63,25,0
520,740,4.5,4.71,22,0
690,770,6.0,4.51,22,1
570,780,2.0,4.1,20,0
550,700,2.5,3.84,23,0
710,800,4.5,3.78,25,1
570,680,5.0,3.5,23,0
610,800,5.5,4.73,22,1
600,770,2.5,3.41,22,1
480,800,3.0,3.45,22,0
670,790,5.0,3.4,21,1
720,740,5.5,3.38,23,0
720,710,2.0,3.56,22,0
610,790,4.5,4.32,31,1
700,690,5.5,4.12,42,0
500,710,4.0,4.07,24,0
720,680,6.0,3.71,21,0
500,750,2.0,3.73,24,0
570,770,4.0,3.73,21,0
570,690,2.5,4.45,23,0
510,710,2.0,3.64,24,0
630,720,3.5,3.51,23,0
540,770,4.0,3.49,25,0
520,690,4.0,4.75,24,0
500,720,3.0,4.25,21,0
680,790,4.5,4.24,21,1
490,710,3.5,4.81,22,0
640,730,3.0,3.49,36,0
670,800,4.5,3.95,20,1
570,730,6.0,4.83,23,0
640,680,2.0,3.74,24,0
510,760,5.5,4.47,36,0
510,730,4.0,4.18,20,0
610,720,6.0,3.97,24,0
720,790,6.0,4.77,25,1
560,740,4.5,4.41,22,0
510,700,4.5,3.89,22,0
510,720,3.5,4.83,21,0
600,700,3.0,4.65,24,0
600,800,6.0,4.18,22,1
670,710,4.5,3.3,22,0
660,770,3.5,3.73,24,1
520,760,6.0,4.69,22,0
680,690,5.5,4.43,21,0
610,750,3.5,4.81,22,1
670,710,5.0,3.51,42,0
530,730,3.0,3.6,24,0
580,730,3.5,3.31,36,0
580,700,2.0,4.55,23,0
520,680,5.5,3.7,22,0
620,760,2.0,4.82,22,1
720,790,4.0,3.89,25,1
670,770,6.0,3.6,23,1
610,770,3.5,4.64,22,1
670,770,5.5,4.7,23,1
580,770,6.0,4.66,24,0
570,730,5.5,4.4,22,0
490,780,6.0,3.39,24,0
620,680,6.0,4.25,22,0
700,770,4.0,3.82,25,1
540,790,2.0,4.63,22,0
550,790,4.0,4.55,21,0
540,780,3.5,3.41,24,0
500,790,4.5,4.18,22,0
480,750,4.0,4.21,21,0
580,770,4.0,4.41,21,0
560,710,4.5,3.31,25,0
560,760,3.0,3.63,20,0
690,760,4.5,4.7,36,1
650,740,5.5,4.55,25,0
500,800,2.0,4.46,31,0
720,760,2.5,4.4,25,1
480,690,5.5,4.57,20,0
560,680,3.5,3.38,25,0
500,690,2.5,4.08,42,0
690,730,3.0,3.88,24,0
640,730,3.0,3.76,24,0
580,730,3.5,4.6,42,0
640,770,4.5,3.38,21,1
490,740,2.0,4.67,22,0
480,700,2.0,3.79,22,0
610,680,3.0,3.42,42,0
640,770,5.0,4.06,20,1
680,730,4.0,4.65,31,0
670,730,4.5,4.05,23,0
590,750,4.5,4.73,24,0
690,730,3.5,3.47,25,0
550,800,6.0,3.34,24,0
670,790,6.0,3.32,24,1
540,800,6.0,4.41,24,0
560,700,4.0,3.49,23,0
710,780,6.0,3.75,21,1
610,680,5.0,4.49,23,0
720,700,6.0,3.3,22,0
480,800,4.5,4.64,36,0
500,690,3.5,3.46,36,0
540,700,3.5,4.35,22,0
610,790,5.5,3.88,23,1
720,710,2.0,3.84,31,0
560,770,3.0,3.34,22,0
510,690,2.0,4.61,31,0
520,760,6.0,4.18,23,0
560,680,2.5,3.74,22,0
700,750,4.0,4.74,24,1
510,730,4.0,3.56,25,0
620,790,2.5,3.39,25,1
670,740,2.5,4.52,21,0
650,750,4.5,3.49,20,1
610,790,2.0,3.84,36,1
610,770,6.0,4.03,23,1
660,730,3.5,4.16,42,0
650,680,2.0,3.71,21,0
500,680,6.0,4.68,22,0
560,680,3.5,3.31,22,0
650,760,3.0,3.5,22,1
580,750,4.5,4.17,22,0
610,800,5.0,4.42,24,1
620,750,5.5,4.0,31,1
600,750,2.0,4.45,25,1
610,720,2.5,4.11,24,0
640,700,2.5,3.74,36,0
640,780,6.0,3.72,31,1
690,790,4.0,3.37,23,1
500,750,2.5,4.35,23,0
720,800,5.5,4.18,22,1
560,740,2.0,4.41,25,0
550,730,2.5,4.08,20,0
590,800,3.0,3.75,25,0
710,680,4.0,4.53,20,0
580,780,3.0,4.75,21,0
550,750,4.5,3.92,25,0
530,750,4.0,4.42,23,0
700,770,3.5,3.81,22,1
710,800,4.5,3.86,23,1
690,720,2.5,3.49,21,0
650,780,3.0,3.71,25,1
650,700,4.0,4.52,24,0
510,690,2.0,4.16,22,0
480,790,2.5,4.34,22,0
580,700,2.0,3.91,22,0
590,780,2.0,4.48,22,0
660,720,3.0,4.17,24,0
610,680,5.0,4.04,36,0
620,710,3.0,4.3,31,0
520,750,2.5,4.71,42,0
690,720,3.0,4.62,23,0
490,710,5.0,4.09,21,0
550,780,6.0,3.32,24,0
640,750,3.5,3.98,22,1
480,740,6.0,4.11,25,0
650,730,2.0,3.54,42,0
640,730,3.0,3.96,22,0
690,710,5.0,3.48,31,0
700,680,5.0,3.37,22,0
700,750,5.5,4.51,31,1
640,740,3.0,4.11,25,0
510,720,2.0,4.14,25,0
680,750,4.0,4.58,24,1
640,690,6.0,3.48,23,0
660,800,5.5,3.78,24,1
640,800,2.0,4.58,22,1
610,780,3.0,4.45,21,1
600,780,3.0,3.88,20,1
650,690,5.0,3.51,36,0
660,720,4.0,4.82,22,0
510,770,2.5,4.53,36,0
630,690,4.0,3.31,22,0
670,680,2.0,3.45,23,0
540,700,5.5,3.83,21,0
510,710,5.5,3.9,21,0
580,730,4.5,3.66,42,0
640,690,6.0,4.59,24,0
500,790,2.5,3.51,22,0
590,800,6.0,4.38,23,0
540,700,2.5,4.75,24,0
640,720,5.0,4.31,31,0
560,700,4.5,3.44,21,0
610,710,6.0,4.13,24,0
550,770,3.0,3.9,22,0
540,760,2.5,4.01,25,0
610,800,4.0,4.26,36,1
480,680,4.5,4.15,21,0
630,800,3.5,4.28,25,1
590,680,2.5,3.83,22,0
620,680,2.5,4.35,20,0
480,760,5.5,3.87,36,0
540,770,3.5,3.52,24,0
620,780,4.0,4.85,24,1
520,770,4.0,4.32,22,0
670,760,3.5,4.39,22,1
480,690,5.0,4.26,24,0
640,770,5.5,4.14,42,1
490,770,6.0,3.91,24,0
670,730,2.5,4.56,22,0
500,770,4.0,3.41,22,0
500,700,3.0,4.08,25,0
520,740,2.0,4.5,22,0
700,800,5.0,3.54,22,1
540,780,2.0,3.48,36,0
530,700,4.0,3.51,22,0
680,750,5.0,4.47,23,1
650,700,5.5,3.76,23,0
650,690,5.5,4.06,21,0
660,770,3.5,3.67,22,1
700,710,6.0,4.6,24,0
710,730,2.0,3.42,25,0
650,710,4.0,3.58,22,0
530,780,2.5,3.66,25,0
600,770,5.0,4.06,24,1
490,720,3.0,3.55,23,0
680,750,6.0,3.42,22,1
650,760,6.0,4.65,24,1
720,780,5.5,4.13,42,1
500,690,5.0,3.37,42,0
640,800,3.0,4.77,42,1
650,680,2.5,3.76,25,0
580,750,4.0,4.43,20,0
490,700,2.0,4.83,22,0
520,730,2.5,3.5,24,0
690,730,3.5,3.67,21,0
680,690,3.0,4.77,22,0
670,790,2.0,4.08,24,1
660,720,5.0,4.42,21,0
560,780,2.0,4.19,23,0
640,770,2.5,3.9,23,1
490,690,5.0,4.48,25,0
500,770,5.0,3.47,24,0
690,680,4.0,4.55,24,0
560,720,4.0,4.79,24,0
550,740,3.0,3.35,22,0
500,680,2.0,3.38,22,0
680,780,3.0,3.39,21,1
550,680,2.0,3.31,22,0
700,710,2.0,3.44,22,0
610,690,2.5,3.68,23,0
690,690,5.5,3.5,21,0
480,780,6.0,4.84,25,0
720,790,5.5,3.85,22,1
500,760,4.5,3.38,22,0
490,720,6.0,3.53,25,0
610,750,5.0,4.64,36,1
530,790,6.0,4.06,20,0
600,690,5.5,4.82,24,0
680,780,5.0,3.77,24,1
490,780,2.0,3.64,22,0
500,680,3.0,3.63,22,0
630,720,4.5,3.43,21,0
520,790,3.0,4.2,23,0
500,790,2.0,3.66,20,0
670,700,5.5,3.65,24,0
480,690,4.5,3.32,24,0
520,740,4.0,3.47,23,0
550,750,2.0,3.43,22,0
670,800,3.5,3.35,21,1
480,710,3.5,4.64,21,0
610,680,2.5,3.42,22,0
580,780,5.5,3.66,22,0
610,760,4.0,3.55,22,1
500,770,5.0,3.61,24,0
690,750,6.0,3.59,20,1
630,700,3.0,4.52,24,0
530,730,2.5,3.59,22,0
720,710,6.0,3.69,22,0
530,680,2.0,4.56,42,0
720,700,2.0,4.42,23,0
580,760,3.0,4.33,36,0
660,760,6.0,4.65,21,1
640,730,5.0,3.41,22,0
690,770,2.0,3.49,22,1
560,770,5.0,4.36,24,0
560,740,2.5,3.82,23,0
670,760,5.5,4.5,21,1
490,750,4.0,4.23,22,0
540,690,5.5,4.02,24,0
480,690,4.0,3.82,22,0
720,780,5.5,4.81,23,1
710,700,5.0,3.73,25,0
570,800,2.0,4.29,25,0
510,690,5.5,3.94,21,0
500,700,6.0,3.32,25,0
600,700,3.5,3.86,24,0
630,720,4.0,4.45,23,0
720,720,6.0,3.9,24,0
630,780,5.5,4.41,23,1
510,770,5.0,4.18,25,0
560,770,3.5,4.36,25,0
550,680,6.0,3.94,24,0
500,800,3.5,4.43,24,0
680,800,4.5,4.3,21,1
680,700,3.0,4.52,25,0
630,760,2.0,4.63,24,1
590,790,3.5,3.35,21,0
660,680,2.5,4.75,21,0
520,790,3.5,3.68,22,0
550,700,3.5,3.59,21,0
600,690,5.5,3.61,20,0
580,730,4.5,3.74,21,0
580,680,3.5,4.38,25,0
690,800,4.5,3.44,23,1
510,750,4.0,3.36,21,0
640,800,6.0,3.69,23,1
660,800,5.5,4.54,42,1
710,730,5.5,4.41,36,0
720,730,4.0,3.88,20,0
480,700,6.0,4.25,21,0
660,700,5.0,4.53,24,0
550,680,4.0,3.72,22,0
510,700,5.5,4.1,24,0
610,690,3.0,3.68,42,0
600,720,2.0,4.08,22,0
520,710,3.0,3.74,24,0
500,760,3.5,4.19,22,0
690,760,2.0,3.69,21,1
610,800,6.0,4.62,22,1
720,760,4.0,4.64,36,1
680,730,2.5,4.8,23,0
530,770,5.5,4.39,21,0
570,780,2.5,3.71,21,0
650,760,3.0,4.63,25,1
680,790,6.0,4.1,25,1
720,800,4.0,4.08,25,1
660,690,2.5,4.47,24,0
480,740,4.5,3.84,25,0
660,680,3.5,4.39,31,0
570,790,4.5,3.99,31,0
530,700,3.0,4.33,23,0
550,740,3.0,4.56,20,0
690,760,4.0,3.43,42,1
580,800,5.0,4.52,21,0
490,760,4.5,4.06,24,0
620,680,6.0,3.78,36,0
570,750,3.5,4.37,22,0
640,730,6.0,4.64,36,0
510,680,4.5,4.66,21,0
490,700,2.0,4.44,22,0
550,770,4.5,3.38,36,0
640,750,5.0,3.75,25,1
560,740,3.0,4.23,42,0
560,790,2.0,4.2,22,0
720,790,5.5,3.52,23,1
660,730,6.0,4.26,23,0
720,740,3.0,4.29,22,0
680,770,3.5,3.72,24,1
660,730,4.0,4.3,22,0
690,680,6.0,3.85,25,0
690,720,4.5,4.8,25,0
630,730,6.0,4.52,42,0
630,760,4.5,4.78,22,1
610,680,5.0,4.46,22,0
710,800,4.5,4.52,31,1
500,740,2.0,3.32,23,0
670,770,5.0,4.23,21,1
600,690,2.5,3.69,24,0
580,790,6.0,3.76,31,0
720,800,3.5,4.61,24,1
700,760,4.5,3.81,23,1
520,760,3.5,3.64,22,0
550,800,4.5,4.77,25,0
630,710,5.5,3.37,21,0
530,760,3.0,3.75,23,0
540,690,3.0,4.03,25,0
710,770,5.5,4.52,36,1
670,780,3.5,4.1,22,1
560,690,5.0,3.91,24,0
490,770,2.5,3.67,23,0
610,750,5.0,3.57,20,1
590,800,4.0,3.6,20,0
480,780,5.0,4.66,23,0
620,750,3.5,3.85,21,1
630,770,2.0,3.37,21,1
600,800,5.0,3.81,25,1
560,700,3.5,3.69,25,0
720,700,4.5,4.19,22,0
560,770,4.0,4.72,25,0
700,790,6.0,4.65,36,1
590,800,3.0,3.84,23,0
500,770,3.0,4.37,22,0
540,700,4.5,4.47,21,0
590,720,5.0,4.53,31,0
640,760,3.0,4.09,20,1
540,770,4.5,4.4,23,0
650,730,3.5,3.46,21,0
640,690,4.5,3.36,36,0
610,710,3.5,4.04,36,0
550,760,2.0,4.47,25,0
560,770,4.0,3.69,25,0
560,800,3.0,3.32,22,0
610,780,5.5,3.68,22,1
540,710,2.0,3.6,25,0
710,680,6.0,4.85,25,0
560,800,3.5,4.35,23,0
600,790,2.0,4.12,25,1
620,690,3.0,4.52,20,0
540,680,2.0,4.39,22,0
710,710,4.5,4.54,22,0
640,770,4.5,3.7,22,1
560,690,3.0,3.8,24,0
630,690,4.0,4.39,21,0
620,730,3.5,4.41,21,0
680,770,3.0,4.78,22,1
660,750,3.0,4.11,20,1
690,790,5.5,4.18,22,1
520,790,6.0,3.84,23,0
510,760,2.5,4.54,21,0
570,770,5.0,3.95,22,0
510,800,5.0,4.42,31,0
480,750,3.5,3.91,21,0
700,790,2.5,3.48,21,1
540,720,3.5,4.76,21,0
490,710,3.0,3.72,23,0
570,800,6.0,3.36,24,0
500,730,2.5,4.84,24,0
720,800,5.5,4.1,25,1
500,800,5.5,4.82,25,0
610,750,5.5,3.69,22,1
610,700,3.0,3.7,22,0
630,750,3.5,3.74,22,1
620,780,4.0,4.44,23,1
600,760,5.0,3.48,22,1
540,780,5.0,3.38,31,0
610,780,3.0,4.36,21,1
640,680,4.5,4.11,22,0
550,780,3.5,4.33,22,0
710,760,4.5,4.64,21,1
630,690,4.5,3.92,23,0
600,780,6.0,3.86,22,1
570,740,3.0,3.93,21,0
700,790,5.0,4.37,42,1
490,690,6.0,3.37,24,0
710,730,2.0,3.68,22,0
690,780,3.0,3.31,21,1
640,780,5.5,3.42,20,1
490,700,2.5,3.47,24,0
620,720,2.5,4.39,22,0
650,730,6.0,4.66,21,0
670,710,4.5,4.16,23,0
500,740,5.0,3.4,22,0
690,690,3.0,3.66,22,0
590,720,5.0,3.33,24,0
640,790,2.5,4.06,22,1
670,720,5.0,4.1,22,0
670,740,4.0,4.41,36,0
520,680,2.5,4.15,22,0
560,680,5.0,4.68,31,0
720,770,2.0,3.48,42,1
720,760,3.5,4.11,23,1
540,700,5.5,4.61,24,0
710,680,2.5,3.44,42,0
720,780,5.0,4.28,24,1
610,750,5.5,3.89,31,1
520,680,3.0,3.78,21,0
650,700,5.5,3.61,22,0
590,740,3.0,3.69,24,0
520,760,6.0,3.94,23,0
720,710,3.5,3.4,24,0
500,760,6.0,3.36,24,0
540,770,4.0,3.35,25,0
650,750,6.0,3.45,25,1
500,750,2.5,4.57,25,0
700,770,4.0,3.9,21,1
670,700,5.5,3.97,23,0
500,690,2.0,4.43,21,0
560,730,4.5,3.3,21,0
560,690,4.0,3.78,24,0
570,740,6.0,3.77,23,0
490,750,6.0,3.89,21,0
590,700,6.0,3.49,22,0
480,690,5.5,4.55,22,0
550,800,2.0,4.11,21,0
700,780,2.5,3.8,23,1
510,700,2.0,4.74,20,0
650,800,4.0,4.38,22,1
560,730,2.5,3.73,22,0
600,790,5.5,4.39,20,1
540,690,5.5,4.72,31,0
500,770,4.5,4.19,22,0
620,720,4.0,3.77,21,0
660,750,5.5,4.36,24,1
690,750,2.5,4.11,42,1
570,780,3.5,3.92,25,0
700,800,6.0,3.8,24,1
620,740,2.0,4.51,31,0
530,760,5.0,3.62,24,0
690,760,5.0,3.31,23,1
520,730,3.0,4.22,22,0
570,780,2.5,4.4,22,0
510,730,5.0,4.75,22,0
660,780,6.0,4.17,25,1
630,790,3.5,3.9,20,1
610,680,2.5,4.42,21,0
640,710,3.0,3.73,23,0
670,710,5.5,3.86,23,0
520,770,2.5,4.24,23,0
620,730,6.0,3.86,20,0
570,710,4.0,3.3,25,0
570,800,5.5,3.68,31,0
480,740,2.5,3.84,24,0
540,690,4.5,3.94,21,0
600,730,2.0,4.09,22,0
580,780,6.0,4.21,22,0
610,720,4.0,4.62,24,0
570,760,4.0,4.08,24,0
600,760,3.0,4.84,23,1
530,690,5.0,4.48,25,0
720,800,5.5,4.15,21,1
660,770,2.5,3.57,23,1
590,690,3.0,4.28,24,0
570,780,5.0,4.8,23,0
580,750,3.5,4.21,25,0
620,720,4.5,3.51,22,0
560,750,4.0,3.76,22,0
600,710,6.0,4.27,21,0
550,720,3.0,3.86,31,0
520,790,3.5,4.33,24,0
630,700,3.0,3.91,24,0
560,710,2.5,4.12,22,0
500,760,5.0,3.83,31,0
490,680,6.0,4.85,23,0
700,710,4.5,4.12,25,0
600,720,4.5,3.88,22,0
580,760,2.0,4.42,24,0
710,680,4.0,3.67,24,0
710,730,2.5,4.51,25,0
520,680,2.5,3.51,22,0
610,760,3.0,4.8,31,1
680,770,5.0,3.98,25,1
550,780,3.5,3.46,25,0
700,780,2.5,4.6,21,1
620,720,2.0,4.76,42,0
600,750,3.5,3.82,24,1
700,780,5.5,4.74,24,1
550,700,4.5,4.48,22,0
720,720,6.0,3.95,22,0
690,760,4.5,4.36,23,1
520,720,4.5,3.66,31,0
710,770,4.5,4.69,21,1
500,780,2.0,3.52,20,0
620,790,2.5,3.54,24,1
670,800,5.5,4.81,22,1
610,800,3.5,4.2,23,1
660,790,2.0,4.02,22,1
580,710,3.5,4.16,25,0
680,790,4.0,4.66,22,1
720,780,5.0,4.58,23,1
560,680,3.0,3.75,24,0
540,730,5.5,4.26,23,0
620,770,4.5,4.59,21,1
620,720,2.5,3.33,22,0
670,730,4.5,4.76,36,0
720,780,4.5,4.15,36,1
590,690,5.5,4.57,24,0
690,720,4.0,3.69,22,0
710,700,3.0,3.83,24,0
640,750,3.0,4.82,23,1
490,750,3.5,3.83,21,0
500,800,2.0,3.9,25,0
570,750,4.0,4.39,24,0
500,690,5.0,4.62,24,0
640,690,6.0,3.97,25,0
600,690,3.5,4.73,22,0
610,680,4.5,3.75,22,0
670,760,3.0,3.63,25,1
610,760,4.0,3.75,21,1
600,690,2.5,3.82,22,0
620,740,3.0,3.44,21,0
660,710,5.5,4.47,23,0
620,740,2.0,3.66,36,0
720,740,3.0,3.64,24,0
540,750,3.0,4.06,22,0
510,760,4.0,4.12,21,0
500,730,5.0,3.74,21,0
540,720,5.5,4.43,23,0
700,760,4.0,4.62,23,1
620,690,5.5,4.68,21,0
620,720,2.5,4.16,25,0
580,750,4.0,3.79,23,0
520,720,5.5,4.75,25,0
630,760,3.0,4.84,31,1
690,700,4.0,3.48,20,0
650,790,5.0,4.54,23,1
640,680,4.0,4.33,36,0
580,740,2.5,3.53,22,0
520,680,5.5,4.05,24,0
610,760,6.0,4.0,23,1
610,720,4.0,4.58,21,0
680,740,4.5,3.35,24,0
650,760,5.0,3.35,24,1
600,730,3.0,3.76,24,0
580,790,3.0,4.0,22,0
620,730,3.5,4.14,21,0
660,680,2.5,4.07,25,0
500,700,4.0,4.31,21,0
700,740,6.0,3.68,22,0
490,690,6.0,4.63,22,0
640,700,5.0,4.74,23,0
520,700,6.0,4.74,23,0
670,690,5.5,3.87,42,0
660,700,2.0,4.7,22,0
510,720,2.0,3.68,24,0
680,780,5.0,3.52,25,1
