,Age_of_Car,Mileage,MPG,Resale_Price
30215,2,33645,27,399913
30216,2,39981,23,571787
30217,6,37399,19,614364
30218,6,41148,29,373233
30219,6,30464,24,462664
30220,6,36918,32,262893
30221,2,36485,19,569090
30222,6,35590,22,536153
30223,4,39808,18,613917
30224,2,40850,30,385842
30225,8,30822,21,500998
30226,2,41628,31,334789
30227,7,40758,21,505727
30228,2,39761,18,653277
30229,3,37630,27,419970
30230,7,36998,26,348111
30231,6,36432,18,630478
30232,5,34558,23,533861
30233,3,40424,28,402293
30234,4,39884,26,454096
30235,5,31238,29,344965
30236,5,34822,23,505730
30237,3,30500,28,436405
30238,3,35598,19,626507
30239,6,36315,32,278250
30240,5,30271,27,358197
30241,3,40860,26,424251
30242,7,36304,19,545216
30243,5,36352,20,521547
30244,5,35464,32,317827
30245,3,39640,19,570124
30246,2,32438,19,650138
30247,2,40528,27,455603
30248,5,35576,27,407081
30249,2,38869,25,474801
30250,2,38455,22,495129
30251,2,38694,26,464718
30252,6,35621,23,451182
30253,2,30540,33,277207
30254,2,41736,33,315339
30255,6,41994,18,548062
30256,2,34367,26,483456
30257,4,37662,21,542776
30258,2,35975,25,521847
30259,6,34836,26,434589
30260,3,41523,21,612596
30261,6,39224,19,565803
30262,3,41126,30,386146
30263,8,37379,22,444341
30264,6,35018,28,394959
30265,2,41905,28,351772
30266,2,31051,22,506751
30267,3,37564,22,541160
30268,2,37993,31,320213
30269,2,30787,20,655588
30270,2,41408,20,598933
30271,7,38805,24,408213
30272,6,36570,31,328671
30273,4,37890,26,424160
30274,6,34601,25,385721
30275,6,30144,32,236218
30276,6,33247,33,252897
30277,6,31241,18,601859
30278,7,38015,30,310318
30279,2,35385,32,303251
30280,5,31268,25,408956
30281,7,30164,23,530730
30282,3,35139,31,298434
30283,6,37592,24,426391
30284,6,31463,28,370508
30285,2,30029,19,671422
30286,5,35406,27,403921
30287,2,37085,24,540569
30288,2,35926,23,491126
30289,6,41762,27,382356
30290,6,39824,30,261487
30291,5,41062,21,551959
30292,5,37249,19,561496
30293,8,41848,18,631098
30294,6,34271,21,490351
30295,2,34779,18,595551
30296,2,34666,32,330649
30297,2,33321,20,579316
30298,2,30408,27,445395
30299,3,30007,23,555509
30300,2,32629,21,616327
30301,3,37499,25,409167
30302,5,38810,33,197412
30303,2,39476,33,231113
30304,5,32732,19,604888
30305,3,40459,26,465821
30306,2,32996,22,580522
30307,3,31103,21,596972
30308,2,32204,31,361681
30309,3,41940,25,475306
30310,7,38883,24,431400
30311,4,41369,20,626899
30312,8,36858,31,213677
30313,6,33024,24,504303
30314,3,37371,31,270655
30315,6,31422,19,569300
30316,6,41831,27,351814
30317,5,40558,33,206221
30318,2,34779,26,431709
30319,2,32952,24,451932
30320,3,34107,30,349785
30321,2,39625,22,530221
30322,2,37166,19,594955
30323,8,37357,32,252135
30324,7,38510,23,434925
30325,6,33374,28,383990
30326,2,33398,22,548360
30327,3,35603,29,318855
30328,4,37487,21,568026
30329,4,31720,18,656950
30330,4,32797,28,410569
30331,4,38555,23,523361
30332,3,37468,24,507631
30333,2,37697,23,569171
30334,3,33622,25,456610
30335,6,30258,23,445175
30336,6,32616,21,573743
30337,8,37729,24,442473
30338,2,40008,30,365355
30339,6,40288,28,372015
30340,2,41412,24,492114
30341,6,32288,32,273939
30342,4,35438,25,406646
30343,6,34694,33,211577
30344,7,30238,30,342665
30345,7,34466,29,374786
30346,2,30317,26,424917
30347,5,35951,31,293249
30348,2,33862,23,473564
30349,6,34335,21,495515
30350,3,37937,30,337937
30351,6,36658,31,252441
30352,6,36356,19,580879
30353,3,39431,28,423879
30354,3,36425,24,479947
30355,3,40828,30,312504
30356,6,41389,32,219342
30357,3,37490,25,425312
30358,6,39139,25,437999
30359,7,32595,19,591787
30360,8,35734,25,424026
30361,8,33697,24,463643
30362,6,31611,18,667352
30363,2,32459,25,442986
30364,8,30467,20,526333
30365,3,37191,21,570803
30366,3,30402,25,423269
30367,6,31035,19,615227
30368,5,34000,31,295409
30369,2,41836,22,495510
30370,7,40633,23,444589
30371,6,37117,28,337370
30372,3,41550,24,525563
30373,6,38306,18,572499
30374,2,30372,22,587949
30375,2,34367,19,675946
30376,6,39253,26,407132
30377,5,41120,21,536004
30378,7,41861,18,620076
30379,3,39920,23,525582
30380,5,41276,28,413525
30381,6,34099,23,431789
30382,6,35629,20,601645
30383,3,31238,22,520291
30384,7,36407,27,408762
30385,2,36243,29,378008
30386,7,41743,32,205458
30387,3,34392,31,364532
30388,2,41170,30,326241
30389,3,39917,18,585858
30390,8,30634,23,467407
30391,3,34662,22,506223
30392,4,32841,23,466283
30393,2,31426,33,311430
30394,6,38802,28,373629
30395,3,34180,18,619572
30396,7,35451,19,566044
30397,2,41963,23,510386
30398,2,37012,29,386385
30399,6,38559,26,351998
30400,6,39883,21,509868
30401,4,30737,33,253544
30402,2,36459,19,675136
30403,5,32080,30,271488
30404,7,32839,25,468478
30405,2,33127,24,525043
30406,6,37422,26,378080
30407,6,37976,32,250431
30408,2,40860,22,556759
30409,2,41646,27,402824
30410,2,38019,24,503215
30411,2,41341,25,504653
30412,3,38387,33,238656
30413,2,39993,28,354140
30414,8,35926,24,458693
30415,6,35292,20,561429
30416,5,38165,22,491248
30417,3,30698,20,542795
30418,8,30603,28,292092
30419,4,38307,28,404961
30420,8,37228,28,358601
30421,7,35367,21,533394
30422,4,32138,20,596760
30423,5,33838,32,279342
30424,3,40492,21,609379
30425,4,34781,22,519048
30426,4,38557,29,359120
30427,6,37245,32,214125
30428,2,35213,32,285988
30429,2,39826,20,582817
30430,2,33881,20,649760
30431,3,41600,25,501514
30432,6,37191,24,453715
30433,4,40461,21,593779
30434,4,40212,30,306180
30435,6,34775,24,493780
30436,8,31604,33,167003
30437,7,41574,23,452134
30438,7,41145,31,284286
30439,4,33191,21,594967
30440,6,39092,21,581282
30441,2,38965,30,308419
30442,6,32960,28,333585
30443,4,34401,18,671872
30444,6,30321,30,331498
30445,6,35841,27,423083
30446,7,35551,18,640719
30447,7,30951,21,521987
30448,3,34572,21,568924
30449,3,33664,31,318443
30450,2,30346,26,458934
30451,2,35751,24,450012
30452,7,35528,28,395748
30453,5,33715,28,390205
30454,6,41503,32,295169
30455,6,32932,30,293947
30456,5,32366,25,500520
30457,7,31548,26,435258
30458,8,38484,31,293962
30459,5,38418,28,386210
30460,5,32188,19,544953
30461,6,39676,18,594118
30462,7,32875,22,535527
30463,3,38934,27,406927
30464,3,33918,29,395838
30465,4,37410,25,406655
30466,7,39905,22,497209
30467,3,31890,31,328726
30468,4,37388,18,623849
30469,6,41580,25,423889
30470,6,33327,33,217211
30471,6,41622,25,421296
30472,8,39822,25,428293
30473,6,41653,33,221673
30474,2,33943,27,473632
30475,7,41773,26,352127
30476,6,37029,27,431391
30477,3,40424,32,253502
30478,2,34150,26,493611
30479,6,32767,23,506574
30480,2,31269,21,591255
30481,3,41978,20,615699
30482,2,38479,18,632369
30483,2,40527,22,501769
30484,3,34966,31,364409
30485,3,34565,26,487605
30486,3,38026,29,408865
30487,6,35310,19,619273
30488,6,39615,24,508134
30489,2,38646,32,265333
30490,3,33424,31,310022
30491,6,41609,27,402217
30492,6,36582,31,302985
30493,5,35865,27,435511
30494,2,37774,33,271354
30495,3,41298,33,241560
30496,2,31862,26,493868
30497,6,40062,26,408365
30498,6,37375,23,514937
30499,2,41630,22,565753
30500,2,30147,28,386737
30501,2,39796,33,232302
30502,7,37301,22,545457
30503,6,31194,27,411928
30504,6,33320,20,572040
30505,6,36706,30,299042
30506,2,39182,27,452572
30507,2,39793,27,471480
30508,7,40941,28,361185
30509,3,40411,28,345686
30510,7,38734,31,232754
30511,2,32332,33,232894
30512,3,39568,26,477624
30513,7,41665,32,294697
30514,5,41922,22,563655
30515,8,35772,18,610390
30516,2,38778,20,558337
30517,2,31440,28,355627
30518,3,41485,22,553216
30519,6,31456,29,295225
30520,3,35896,29,381931
30521,5,34385,23,458702
30522,5,36958,25,409784
30523,6,37256,32,240793
30524,2,34395,31,338657
30525,3,32607,26,473254
30526,2,30523,31,344410
30527,8,31761,29,306516
30528,6,32970,33,211607
30529,3,38431,21,506818
30530,2,31696,24,458535
30531,2,38397,27,389989
30532,8,38801,26,352055
30533,3,40771,19,639539
30534,6,41452,32,218800
30535,4,41637,18,632508
30536,2,32515,32,342430
30537,6,31026,18,575583
30538,7,33092,33,175445
30539,2,37524,22,595076
30540,6,30479,29,352026
30541,5,30023,24,503012
30542,2,32786,33,273092
30543,3,39351,20,618298
30544,2,39726,23,560583
30545,6,31475,26,411388
30546,6,35552,22,478457
30547,6,37751,29,300656
30548,5,38177,19,594109
30549,2,37413,28,359838
30550,8,39255,30,326935
30551,2,38442,28,346298
30552,4,32628,24,489113
30553,2,34909,21,553851
30554,2,34761,19,641389
30555,2,30148,18,634417
30556,8,35135,28,351386
30557,2,37748,32,275163
30558,6,33511,33,255470
30559,3,37392,22,497946
30560,2,37437,26,418138
30561,3,37812,29,360569
30562,7,40519,32,243833
30563,5,41620,25,451810
30564,3,34624,19,661692
30565,5,31156,32,277531
30566,5,38803,24,503791
30567,2,38714,31,288099
30568,7,36207,27,337758
30569,8,40775,23,426028
30570,2,40138,27,463578
30571,6,31158,33,234811
30572,2,41319,18,639715
30573,6,33116,29,329782
30574,2,39611,29,424457
30575,3,31650,21,588586
30576,2,33026,18,636740
30577,3,36517,21,576729
30578,5,36046,28,314714
30579,3,34075,18,642150
30580,7,39856,21,561993
30581,2,31367,26,420681
30582,3,38995,19,641811
30583,3,34973,21,511607
30584,2,32660,27,460029
30585,7,41235,18,623278
30586,6,36724,26,414390
30587,8,35917,29,324001
30588,7,36427,33,229188
30589,2,39411,33,303434
30590,6,34064,33,201431
30591,7,33299,26,375793
30592,2,37860,26,417876
30593,7,37993,22,508198
30594,6,32019,23,527146
30595,7,39482,19,542838
30596,5,38921,32,283027
30597,2,37732,23,503677
30598,6,40969,26,391726
30599,4,38324,27,401391
30600,5,38098,24,494381
30601,3,36215,25,456410
30602,8,39006,23,467044
30603,3,39819,23,476993
30604,6,35179,19,618901
30605,4,40091,18,606312
30606,3,38844,20,613447
30607,5,37273,31,273693
30608,5,36827,27,361109
30609,2,39808,20,602353
30610,8,37287,28,326336
30611,2,34450,28,374389
30612,8,33519,24,389387
30613,6,39327,22,528063
30614,5,37484,27,365581
30615,2,37782,19,664208
30616,6,37003,23,518405
30617,7,34206,19,593165
30618,4,32586,31,294255
30619,2,38419,29,397056
30620,2,37720,19,608599
30621,7,41747,21,504439
30622,2,36770,23,505774
30623,2,38507,32,281518
30624,6,40872,31,327639
30625,5,41545,18,665326
30626,2,39922,19,637029
30627,2,30421,26,429003
30628,8,30231,29,366589
30629,8,37633,31,239884
30630,7,40623,31,301689
30631,3,35337,18,590669
30632,3,40775,19,628919
30633,4,39605,28,400825
30634,2,31372,22,557767
30635,6,31821,21,510902
30636,2,37239,18,642000
30637,3,40947,22,529228
30638,3,30684,25,454894
30639,6,35922,29,349048
30640,2,37858,23,496835
30641,6,33993,25,466093
30642,3,38019,19,649414
30643,5,41451,31,271163
30644,5,37457,26,439354
30645,4,35137,29,388880
30646,7,34969,24,503597
30647,4,35630,27,376530
30648,3,37507,31,364530
30649,3,41668,23,503371
30650,2,38175,31,305864
30651,4,36072,27,401736
30652,4,30075,20,611897
30653,3,41264,32,270747
30654,5,34284,26,403971
30655,4,38010,32,246782
30656,2,38508,19,645077
30657,6,40241,22,535151
30658,6,40844,32,286122
30659,2,41386,26,390323
30660,2,37998,31,290028
30661,7,40516,21,487442
30662,4,34564,29,404125
30663,6,40710,32,228250
30664,3,40277,26,424998
30665,8,37078,23,455098
30666,3,31335,25,447744
30667,3,30915,29,340770
30668,2,38492,25,452045
30669,2,30414,21,625558
30670,3,31133,25,469648
30671,2,33868,25,459513
30672,6,30692,19,539649
30673,2,41062,30,292250
30674,2,31916,30,358634
30675,4,32339,32,228955
30676,4,38765,24,421563
30677,3,37028,23,552217
30678,6,41820,28,318602
30679,3,34489,22,502710
30680,7,40751,27,404164
30681,7,31254,23,443358
30682,6,34388,33,243982
30683,8,36444,22,441069
30684,6,35484,21,574031
30685,2,34969,31,279679
30686,2,40937,22,543776
30687,6,37091,25,442018
30688,7,39764,25,408747
30689,2,33581,32,343233
30690,6,32350,25,455271
30691,3,33682,31,262038
30692,6,38545,27,360053
30693,7,37454,23,503053
30694,6,37141,19,635802
30695,2,37204,18,655176
30696,2,30684,23,560919
30697,8,39642,33,253185
30698,8,30589,27,365919
30699,6,31437,29,360735
30700,4,34925,25,434612
30701,2,34356,22,534944
30702,3,33253,18,626743
30703,8,38875,20,493113
30704,3,40328,30,289530
30705,8,36037,25,412749
30706,6,40997,20,562522
30707,4,40183,19,602426
30708,8,34446,31,307953
30709,2,37363,30,344194
30710,2,31207,26,483831
30711,4,34341,22,575282
30712,7,30848,29,369882
30713,6,37582,28,403699
30714,8,38155,28,364749
30715,6,32617,25,477270
30716,7,35414,18,586399
30717,8,37019,32,269045
30718,6,36774,33,247824
30719,2,33244,26,481689
30720,3,33847,32,249265
30721,8,34221,29,268736
30722,7,30977,22,514444
30723,5,35304,28,357265
30724,3,37135,33,292308
30725,6,31155,20,534247
30726,6,33795,33,205341
30727,6,39052,29,336070
30728,4,31418,26,427014
30729,2,34046,26,505339
30730,4,33253,26,413157
30731,5,32181,28,370293
30732,3,40336,21,541846
30733,5,40859,22,489435
30734,6,40856,26,367111
30735,2,41623,20,571537
30736,5,31863,27,343863
30737,8,38191,24,480903
30738,3,37685,32,255618
30739,6,31886,26,450167
30740,2,35635,20,551464
30741,2,32690,18,697667
30742,4,34322,26,443594
30743,2,30515,19,636238
30744,2,40743,22,568054
30745,2,40008,27,367674
30746,3,40441,20,608557
30747,7,30366,30,336813
30748,3,39677,20,580484
30749,2,39427,20,576469
30750,2,39658,20,598001
30751,2,32912,27,467754
30752,3,37001,23,477388
30753,4,30443,29,315150
30754,6,40641,31,250135
30755,6,34747,29,300127
30756,6,32624,22,473913
30757,5,41038,32,240940
30758,7,40902,32,211873
30759,2,34601,28,361809
30760,6,40216,22,479199
30761,5,39199,21,485862
30762,4,38544,21,517010
30763,4,35940,22,498162
30764,6,32059,23,454818
30765,2,33769,28,434071
30766,8,34653,21,500035
30767,7,40821,26,402524
30768,2,39115,29,418592
30769,3,36413,29,313473
30770,2,38975,30,399105
30771,3,32582,24,478899
30772,4,33209,20,583901
30773,4,30125,29,337484
30774,2,36829,23,473621
30775,3,30252,18,649645
30776,6,32366,25,472569
30777,3,37558,30,324048
30778,6,37602,31,260460
30779,6,38534,19,604833
30780,3,41257,33,231808
30781,6,41977,24,491265
30782,4,39267,33,264104
30783,8,37819,19,531758
30784,7,40779,31,222268
30785,3,33096,24,459528
30786,8,39861,31,242222
30787,6,37746,29,370578
30788,4,33928,27,441023
30789,3,32581,19,618775
30790,6,40167,32,201429
30791,6,40190,27,394967
30792,2,38334,23,510315
30793,6,33105,21,585734
30794,5,35849,20,619223
30795,2,39667,27,376330
30796,6,30304,26,360864
30797,6,34759,25,486463
30798,8,38767,30,308097
30799,6,34273,32,254561
30800,2,39190,21,604587
30801,7,31421,27,362565
30802,2,39797,32,276194
30803,3,31881,32,308365
30804,7,34952,28,377371
30805,3,34959,30,322821
30806,6,30273,24,501938
30807,7,41852,23,458087
30808,2,36237,28,358061
30809,6,36800,19,574841
30810,7,35786,22,451042
30811,3,35427,24,479173
30812,2,31518,31,312520
30813,2,37145,20,572043
30814,4,37940,21,555597
30815,2,31529,22,562613
30816,5,40211,32,301307
30817,7,41942,22,502066
30818,3,41237,30,294558
30819,6,35904,29,306172
30820,6,31634,33,188693
30821,7,39756,18,638547
30822,2,31465,18,684696
30823,3,39227,31,302286
30824,2,30218,28,363998
30825,2,41390,33,321252
30826,2,35852,25,464017
30827,3,30169,19,564894
30828,2,39125,21,605514
30829,6,37169,30,269156
30830,6,40110,30,269692
30831,6,33870,22,489574
30832,8,35097,29,324724
30833,2,30131,18,647007
30834,6,37439,25,413272
30835,6,31225,26,454379
30836,6,40251,21,560122
30837,2,34213,23,546022
30838,3,37665,24,440175
30839,5,37394,32,223238
30840,4,32821,18,674698
30841,3,36731,28,382368
30842,8,30503,25,397675
30843,2,36324,30,341422
30844,6,30037,26,442870
30845,6,39634,18,645418
30846,7,37563,20,576119
30847,2,34893,21,555006
30848,6,40766,26,432057
30849,5,40181,33,284623
30850,3,38981,20,621126
30851,8,37087,33,183947
30852,8,39022,32,280662
30853,6,39252,32,204632
30854,5,31921,25,491885
30855,7,39889,23,483514
30856,4,37952,27,419645
30857,5,30251,18,628141
30858,2,32489,24,503464
30859,8,30974,33,268362
30860,6,35336,31,250254
30861,5,36701,24,449182
30862,8,34094,29,326662
30863,6,31231,29,299158
30864,6,36473,23,460173
30865,3,38580,25,409998
30866,3,32161,27,395569
30867,8,34821,33,176229
30868,2,40338,25,474392
30869,6,37924,33,189579
30870,4,38495,22,521276
30871,2,34011,22,499891
30872,3,37598,29,351895
30873,4,38847,25,437263
30874,6,37580,25,382852
30875,6,41241,33,176207
30876,2,33621,32,257646
30877,3,31816,32,250187
30878,3,39546,22,497948
30879,7,34756,23,446111
30880,2,37752,27,419424
30881,3,36519,23,554802
30882,2,31279,23,580899
30883,4,37405,22,499320
30884,4,39946,31,276012
30885,2,30725,19,582938
30886,4,41736,30,296658
30887,5,40704,22,531969
30888,3,40513,25,421087
30889,8,36855,33,220412
30890,2,33189,32,352221
30891,2,38732,24,482003
30892,3,33971,22,560832
30893,2,31756,29,360214
30894,2,33350,22,593107
30895,6,40304,18,587712
30896,2,33847,33,289619
30897,8,40153,33,187086
30898,4,41421,22,475678
30899,3,32674,22,550088
30900,5,33981,29,400353
30901,7,39921,18,601007
30902,2,38245,27,415289
30903,7,33363,22,532169
30904,8,40779,20,546412
30905,7,30846,19,538893
30906,3,31189,33,218986
30907,6,36463,18,579931
30908,7,35169,24,454384
30909,2,31929,24,483430
30910,7,31701,30,339057
30911,7,36712,24,481194
30912,6,36565,25,390974
30913,3,30368,25,523696
30914,4,39035,30,376961
30915,2,32551,26,492141
30916,5,31752,31,247283
30917,8,34038,18,551235
30918,7,40079,33,240953
30919,5,33870,33,219092
30920,3,35272,22,552371
30921,7,39888,33,207783
30922,8,36131,32,234990
30923,3,32494,28,409818
30924,7,39620,32,212034
30925,2,35045,27,437851
30926,2,33181,31,309866
30927,6,34101,32,296159
30928,6,41749,18,625452
30929,2,37709,29,404222
30930,7,33945,29,363657
30931,6,34581,26,440145
30932,4,41549,29,372946
30933,3,34843,28,375743
30934,7,32470,24,490404
30935,3,40589,26,394566
30936,6,35225,28,384389
30937,2,35537,32,338237
30938,5,36254,31,298120
30939,2,39714,26,433854
30940,4,30787,26,456596
30941,4,35006,28,433332
30942,6,38244,28,363371
30943,6,40275,18,585358
30944,6,40361,23,471251
30945,5,32881,32,242831
30946,8,32909,24,480032
30947,3,35409,30,323752
30948,6,38088,25,476775
30949,3,39046,30,283491
30950,3,33373,22,490262
30951,6,41344,23,452849
30952,3,38630,33,247939
30953,6,34369,22,557182
30954,3,34501,26,406299
30955,6,37969,29,358648
30956,2,38532,19,672539
30957,5,31576,28,421394
30958,3,35506,18,592865
30959,5,39772,28,383624
30960,2,32088,24,458038
30961,2,31958,20,580050
30962,6,34093,31,338733
30963,2,35375,22,506008
30964,5,41366,30,296034
30965,3,41800,18,627304
30966,3,35861,19,597182
30967,8,31506,27,372493
30968,8,39524,21,502372
30969,2,35641,21,585468
30970,3,35885,32,294107
30971,6,30939,30,320380
30972,4,31139,32,275316
30973,6,33103,25,430416
30974,3,30670,21,594814
30975,3,32315,19,596740
30976,2,40271,27,423562
30977,4,30546,26,472430
30978,6,38213,20,546246
30979,6,39438,33,243880
30980,6,41104,20,531794
30981,7,34341,31,327908
30982,5,39996,23,540502
30983,6,33398,18,620268
30984,5,31340,21,531388
30985,2,36482,18,610340
30986,4,38169,28,352103
30987,5,40982,31,237973
30988,2,41315,21,521206
30989,5,35758,19,548752
30990,5,32455,25,436322
30991,3,38372,27,452991
30992,5,31219,29,335170
30993,8,33388,20,540008
30994,6,40930,20,508983
30995,6,40371,28,402689
30996,2,30282,22,560923
30997,2,32261,19,681014
30998,2,35973,25,514858
30999,4,31679,33,258221
31000,7,34877,31,297919
31001,8,37610,32,191289
31002,3,31416,27,429301
31003,5,38511,29,365480
31004,3,35820,19,621611
31005,3,37952,24,486345
31006,2,36603,28,390578
31007,3,34967,33,250894
31008,3,31337,23,489343
31009,2,32523,28,372442
31010,3,34931,33,267517
31011,3,33784,21,526917
31012,6,34967,23,452341
31013,8,40869,22,481283
31014,3,36958,21,517323
31015,2,30343,28,458349
31016,8,37289,30,302755
31017,7,35464,31,305238
31018,3,37505,32,290744
31019,5,32559,22,527519
31020,7,31015,30,302091
31021,8,30644,23,475868
31022,3,37797,27,381781
31023,5,30036,27,356316
31024,4,39048,28,359731
31025,3,31255,27,447967
31026,2,31828,22,501963
31027,5,31820,25,445278
31028,8,40753,29,285364
31029,6,31872,33,268026
31030,2,36885,25,464391
31031,2,35214,24,509087
31032,3,30875,33,231425
31033,2,30903,23,507902
31034,7,40888,19,595062
31035,6,40750,18,634332
31036,8,37517,31,299629
31037,6,34131,24,470712
31038,6,30988,28,360975
31039,7,31968,18,630164
31040,2,38985,33,223102
31041,6,38809,33,202094
31042,7,39533,30,316987
31043,2,36823,25,429716
31044,6,39883,20,555484
31045,7,33534,24,461201
31046,6,33281,19,616689
31047,4,32649,19,585483
31048,6,33125,31,267644
31049,8,38906,21,556214
31050,6,36988,30,357730
31051,2,31681,32,353316
31052,2,41605,22,576915
31053,2,34619,28,376079
31054,8,33182,21,466915
31055,7,41136,31,264864
31056,2,34599,22,587032
31057,7,32269,32,295682
31058,2,33214,30,314182
31059,3,32623,25,485285
31060,3,35458,32,266948
31061,4,35798,33,286393
31062,5,41247,20,605249
31063,5,31264,26,377474
31064,6,30234,33,208263
31065,4,41791,21,517420
31066,2,35607,26,411164
31067,6,41022,25,458860
31068,3,33729,19,648802
31069,5,40462,18,639012
31070,5,33090,29,328159
31071,3,37616,33,233708
31072,4,40867,31,278256
31073,8,33064,32,275847
31074,6,30933,19,579689
31075,8,32367,27,422109
31076,2,41210,27,415843
31077,8,39505,20,525579
31078,6,35092,22,485100
31079,8,38209,26,434854
31080,6,39936,19,528297
31081,3,39853,25,435493
31082,8,32561,22,505656
31083,2,31458,33,223821
31084,4,40391,26,454673
31085,7,34613,22,535119
31086,2,41968,19,644151
31087,5,39836,18,649708
31088,4,34624,21,594400
31089,6,32419,32,257728
31090,2,32681,26,449792
31091,7,41405,26,378081
31092,3,30377,22,496888
31093,6,30991,33,243165
31094,2,35923,24,446115
31095,6,37362,20,563031
31096,4,33667,32,303210
31097,2,33322,24,491741
31098,6,34092,23,439016
31099,6,36989,33,185017
31100,3,38473,31,288562
31101,2,35745,27,449495
31102,2,35310,21,540242
31103,3,38472,19,611555
31104,4,40786,24,423991
31105,5,34908,18,608717
31106,2,37938,31,351613
31107,7,32280,32,251421
31108,7,33501,20,597282
31109,5,41968,22,488355
31110,6,40256,18,655517
31111,6,33757,30,355903
31112,7,40332,20,496389
31113,3,33679,31,364383
31114,4,40806,20,547301
31115,4,38248,26,450099
31116,4,33684,27,386399
31117,3,32395,27,407405
31118,4,38120,23,463814
31119,2,30898,29,345199
31120,2,35801,20,547814
31121,7,39622,30,243987
31122,6,33256,32,257857
31123,4,30941,24,532835
31124,2,41259,20,605547
31125,7,30741,20,602815
31126,2,40839,22,535051
31127,3,35585,22,591290
31128,2,34159,27,373300
31129,8,40930,31,278890
31130,3,31391,32,311250
31131,4,31513,32,304314
31132,5,41263,29,361543
31133,7,37787,31,323635
31134,2,37229,18,600834
31135,3,36309,27,462197
31136,5,40365,26,443740
31137,2,32253,22,595612
31138,8,33127,24,451712
31139,3,34601,18,616693
31140,8,33794,23,493421
31141,2,35687,30,343667
31142,3,38265,24,446576
31143,5,36784,24,490558
31144,3,35551,21,614884
31145,6,40300,23,458980
31146,3,31285,30,330246
31147,2,37872,21,567478
31148,7,40280,30,329049
31149,3,34276,26,469171
31150,3,32279,28,407012
31151,4,36281,18,671088
31152,2,37323,28,393717
31153,3,37565,23,528859
31154,2,33371,31,273312
31155,6,31836,29,334067
31156,3,34542,27,367109
31157,5,34133,18,628493
31158,4,41740,28,324533
31159,8,38900,21,539449
31160,8,32431,25,363658
31161,6,31271,19,599072
31162,6,36350,18,557181
31163,6,34033,27,366855
31164,4,41525,23,502740
31165,2,32803,32,260032
31166,2,35694,33,289105
31167,2,35640,26,498417
31168,2,32721,21,548029
31169,4,40186,30,311461
31170,3,37227,29,372514
31171,2,41172,24,501995
31172,4,32054,18,677408
31173,8,35627,33,181963
31174,7,31767,20,606028
31175,3,34323,22,528389
31176,3,40914,33,235875
31177,6,38049,33,258859
31178,4,33301,22,500769
31179,3,33377,31,286198
31180,2,39222,26,482536
31181,2,40170,21,585271
31182,7,35227,18,616583
31183,4,37026,26,390973
31184,5,38122,18,590345
31185,4,41004,19,634380
31186,4,32985,27,438093
31187,2,38859,33,282205
31188,5,31035,21,589638
31189,3,38551,21,573051
31190,7,33996,28,405132
31191,2,30302,21,591759
31192,2,31186,18,656404
31193,2,35631,31,341629
31194,6,32910,29,349881
31195,3,35728,32,315109
31196,6,31588,21,500853
31197,4,36471,20,588148
31198,8,39356,28,328882
31199,3,41301,20,599800
31200,3,38710,19,644479
31201,4,40609,29,323340
31202,4,31299,27,371594
31203,2,39491,30,364611
31204,8,32437,23,510620
31205,2,39860,30,374171
31206,8,37900,23,453934
31207,2,30445,29,377885
31208,6,41212,23,516487
31209,6,39453,32,277288
31210,2,39611,23,539581
31211,4,41317,21,517182
31212,7,37709,24,460836
31213,3,30326,27,366602
31214,7,30623,20,590860
31215,8,33384,26,424772
31216,3,33315,27,423534
31217,2,33058,21,624567
31218,6,30471,30,285488
31219,6,37766,20,511562
31220,7,41498,28,291779
31221,2,36985,32,245995
31222,7,39604,19,606027
31223,8,30563,30,283502
31224,6,39473,28,351229
31225,6,37957,23,503316
31226,2,34721,23,496463
31227,2,30140,23,540954
31228,2,40894,26,473270
31229,5,34060,25,460279
31230,2,40760,28,447659
31231,2,31656,28,415477
31232,6,37682,29,288015
31233,6,41717,32,238060
31234,8,30691,22,454188
31235,2,33693,18,689275
31236,3,37386,28,391928
31237,5,40508,26,369320
31238,7,31247,29,332627
31239,6,41729,28,322566
31240,6,40953,23,475879
31241,4,31509,28,394524
31242,2,33986,31,311417
31243,8,34664,24,419227
31244,8,30760,31,299736
31245,3,39245,27,399610
31246,2,32357,23,557226
31247,2,32500,20,567676
31248,5,41103,33,196408
31249,2,33570,28,441826
31250,4,37223,30,332254
31251,6,41526,21,511111
31252,7,34176,19,610158
31253,5,37546,19,635572
31254,4,41742,30,311842
31255,3,30800,30,374582
31256,7,33938,33,238610
31257,5,30851,25,402547
31258,3,35005,22,522630
31259,5,35660,19,622334
31260,4,31001,18,646317
31261,6,35523,31,245492
31262,3,35231,26,438863
31263,3,32992,18,660528
31264,2,31651,19,655504
31265,6,38510,32,303400
31266,5,41468,29,367379
31267,4,39252,23,462237
31268,3,41305,27,433994
31269,6,41057,29,307585
31270,6,34661,29,338102
31271,8,36054,24,492622
31272,4,40110,21,542664
31273,5,40562,30,360342
31274,2,31238,26,484706
31275,3,33306,25,451079
31276,2,40450,23,561504
31277,2,39367,23,497074
31278,3,37002,23,478291
31279,2,33756,28,393076
31280,3,30001,32,270606
31281,2,40251,21,518465
31282,6,37197,25,388424
31283,4,36533,26,434754
31284,8,37861,20,544022
31285,7,39756,20,540715
31286,2,32997,18,612784
31287,3,39134,29,308609
31288,3,33760,33,286351
31289,3,39396,27,386673
